x_RMS,x_WL,x_ZC,x_SSC,x_MAV,x_P2P,x_Variance,x_Skewness,x_Kurtosis,x_Max,x_Min,x_25th_Percentile,x_75th_Percentile,x_MNF,x_MedianFrequency,x_SNR,x_PSD,x_FrequencyCentroid,x_RMSF,x_MaxFrequency,x_SpectralEntropy,x_SpectralSkewness,x_SpectralKurtosis,x_DominantFrequency,x_BandPower,y_RMS,y_WL,y_ZC,y_SSC,y_MAV,y_P2P,y_Variance,y_Skewness,y_Kurtosis,y_Max,y_Min,y_25th_Percentile,y_75th_Percentile,y_MNF,y_MedianFrequency,y_SNR,y_PSD,y_FrequencyCentroid,y_RMSF,y_MaxFrequency,y_SpectralEntropy,y_SpectralSkewness,y_SpectralKurtosis,y_DominantFrequency,y_BandPower,z_RMS,z_WL,z_ZC,z_SSC,z_MAV,z_P2P,z_Variance,z_Skewness,z_Kurtosis,z_Max,z_Min,z_25th_Percentile,z_75th_Percentile,z_MNF,z_MedianFrequency,z_SNR,z_PSD,z_FrequencyCentroid,z_RMSF,z_MaxFrequency,z_SpectralEntropy,z_SpectralSkewness,z_SpectralKurtosis,z_DominantFrequency,z_BandPower,label
0.4162980062146818,43.21782462808163,0,61,0.3307623325669858,2.0,0.14627615547504205,0.3063219318042858,0.15787693979604445,1.0,-1.0,-0.40801337858444225,0.061801123479485076,-0.006350093260835814,-0.12562814070351758,17.928863039697372,68.97500393137106,-0.006350093260835814,17.017810500092725,0.0,3.823246102437498,3.1506127402093607,13.79507424587451,0.0,1487.5385312816545,0.43693480785208433,29.898012899773967,0,61,0.3830737158296153,2.0,0.06385588901491783,-0.6899322849312184,1.977107018886831,1.0,-1.0,0.22076769439895244,0.5300401655615683,-0.022611157232009522,-0.12562814070351758,24.23045432849523,75.98298647246965,-0.022611157232009522,24.959587266632063,0.0,2.017070850814237,12.664392124161834,207.15884714297536,0.0,520.3708690135236,0.42454911836031856,46.624915223792044,0,56,0.3482782195589149,2.0,0.16492817478834204,-0.15249842526853505,-0.4266999183510838,1.0,-1.0,-0.15031509581812907,0.4191763455726239,-0.02500618617828669,-0.12562814070351758,15.291095638793934,71.73629765240845,-0.02500618617828669,31.34090440065291,0.0,4.137665235432028,2.595618254540056,7.256349182630657,0.0,1517.615365071232,1
0.3562024191119791,151.80891776833587,0,234,0.288202372156002,2.0,0.11756720603925132,0.10227196482809056,-0.3503069619740633,1.0,-1.0,-0.34812616665381924,0.13737839223229975,7.181675659336162e-16,0.0,20.679096602667908,202.12010026629295,7.181675659336162e-16,25.947841985212257,0.0,5.31444554429542,3.0177793706473204,14.987249486719271,0.0,4251.579471821239,0.32947531925790213,145.10581077915666,0,253,0.2646112857132809,2.0,0.1058332384422179,-0.14675598926233546,-0.10421116489836946,1.0,-1.0,-0.15805258501479214,0.2777180952982048,0.0,0.0,16.012582488588283,172.92649969815375,0.0,16.561816876252415,0.0,5.461454969674152,2.285318078815233,4.758884630091408,0.0,4001.67071076913,0.32556475802515517,128.3320394319611,0,239,0.2574866520683819,2.0,0.10130004973831613,-0.053242036529115924,0.08825954850453055,1.0,-1.0,-0.1363270937550387,0.2842157034721886,-3.959174369096757e-16,0.0,18.483325045285607,168.84591178708868,-3.959174369096757e-16,23.24154338724722,0.0,5.353543222174386,2.663425434023624,8.37160966192243,0.0,3761.972843298019,0
0.43093057876104357,33.850782320049355,0,63,0.3664272647321188,2.0,0.11767777613203106,-0.9389287887695187,1.544420435497532,1.0,-1.0,0.11507721933210119,0.4868882251115599,-0.0004896293126286643,-0.125,21.659036221318804,74.2804654845312,-0.0004896293126286643,11.197303531346426,0.0,3.1738012439806242,6.103036424111688,62.96939643176816,0.0,963.1383421083264,0.38053921082250214,43.42659130253826,0,57,0.3081441669926367,2.0,0.144416140868103,-0.27669740979109164,-0.2619835134513502,1.0,-1.0,-0.2277877775800304,0.28107369559644096,-0.010419093772124462,-0.125,13.674905173062548,57.924036389365085,-0.010419093772124462,20.264865316552257,7.25,3.9880882046820134,2.579197980423818,6.327252267051,7.25,1400.1785912451555,0.40659611733870415,33.51097035215935,0,64,0.3320377609952713,2.0,0.08689063202716753,-0.13898029741180098,0.16413288840150786,1.0,-1.0,0.07499692204282027,0.5072137616022014,-0.02879986262468513,-0.125,22.782144817831504,66.12816105396374,-0.02879986262468513,30.374771749133995,0.0,2.9596306079125076,8.998448617672901,123.49739006913553,0.0,805.0770648312384,0
0.37716888020504624,45.07533966706694,0,64,0.3049050680469155,2.0,0.1412219095458884,-0.09467109461508626,-0.3237200587720048,1.0,-1.0,-0.2814942852311637,0.23887239272526206,-0.014244708252289495,-0.12376237623762376,14.184296358192167,57.47157113483191,-0.014244708252289495,23.575714988842982,-4.702970297029703,4.115589330635093,2.5014387900866706,6.602654505283576,-4.702970297029703,1549.6398816520016,0.4225750594275351,31.70351554185448,0,67,0.35452771104672426,2.0,0.07410980576918878,0.3323650484079942,0.474300443774601,1.0,-1.0,-0.5338140019106845,-0.14003280709392926,-0.021045469169977363,-0.12376237623762376,23.735231448289575,72.14215106347464,-0.021045469169977363,24.77607408874427,0.0,2.3559774418985997,10.947580016766825,166.15283714690668,0.0,477.2341576982644,0.40674728330158944,43.02008466078378,0,57,0.32990074211228493,2.0,0.1646646963475303,0.04944484564196309,-0.4096521290620809,1.0,-1.0,-0.2516742332570876,0.3185337303063194,-0.016588795670627647,-0.12376237623762376,12.861614405340582,66.83911439918226,-0.016588795670627647,25.583707999897435,6.435643564356436,4.175683727301401,2.2584427958232856,4.348389184767341,6.435643564356436,1577.8261455064235,0
0.41930036623821826,39.731139074713106,0,54,0.3452965349702949,2.0,0.142639765226415,-0.4045432805753961,0.01922798031689643,1.0,-1.0,-0.04786580360991183,0.4504144938845208,0.0,0.0,18.767075785659276,70.14930605387408,0.0,25.00943841701811,0.0,3.8546305586248746,3.5403340574067586,20.226363926753976,0.0,1366.7464151409497,0.3756299503934118,41.21921407832084,0,64,0.3047677965365111,2.0,0.12667523043646545,0.22275939517050217,-0.004279979939444178,1.0,-1.0,-0.40092635911295704,0.12096602679153945,0.0,0.0,16.104969078644157,56.29804599339023,0.0,16.955509765480862,0.0,3.9874737227371932,2.684287150545989,8.444664856000601,0.0,1210.5997975648186,0.33782025260491794,31.08632940109952,0,54,0.26343664960830787,2.0,0.09864112217433284,0.3521118589542448,0.9514189930467998,1.0,-1.0,-0.31994109568251766,0.0635458769236823,6.660497642217342e-16,0.0,17.33411788002381,45.534886704950175,6.660497642217342e-16,30.722618131143307,0.0,3.7815507135880084,3.7893240220135347,17.458009238126042,0.0,1008.4007973911519,1
0.3995893281098143,40.51825522575718,0,57,0.32176684340221,2.0,0.14100283810439465,-0.28391870762585697,-0.06620631160896062,1.0,-1.0,-0.0925071011700008,0.41200850790881566,-0.00392524145754661,-0.12254901960784313,16.785486422784356,65.14602550481516,-0.00392524145754661,16.595432079753834,0.0,4.040534415430631,2.599564999864354,8.367892203723738,0.0,1282.3113830104858,0.3550444679476983,34.5675794452886,0,63,0.2859932702219807,2.0,0.10650078825481347,-0.0948679892272093,-0.1938784966883036,1.0,-1.0,-0.060292404064557076,0.37175224806881,-0.008753900181690751,-0.12254901960784313,18.013699380981393,51.43108228186779,-0.008753900181690751,18.818661786706464,0.0,3.8335989302735327,3.3074772884787214,15.082693948974473,0.0,1106.3273966263216,0.3294411022350626,35.98339455017821,0,57,0.2675260350416918,2.0,0.10528440130576022,0.0122019285116389,0.05168053687182095,1.0,-1.0,-0.2806909023796379,0.17138923265721479,-0.002625904265640184,-0.12254901960784313,11.263058818794107,44.280827455476015,-0.002625904265640184,13.915192409327302,6.372549019607843,4.128115225739716,2.1960496190724355,3.751378644017602,6.372549019607843,897.5587544821749,1
0.40641618975999955,45.96970148997026,0,62,0.31983965488399074,2.0,0.1565488517378095,0.040888190472767906,-0.2125580657458821,1.0,-1.0,-0.351113316516354,0.14202241100927715,0.0,0.0,13.209749488146127,66.2348218389134,0.0,30.070701611408087,0.0,4.1502254599965935,2.438691244530478,5.562820170661569,0.0,1057.53576939705,0.42479569519709126,45.481486749712545,0,60,0.34597493747427677,2.0,0.160060396657337,-0.22074511195315946,-0.32667676549781843,1.0,-1.0,-0.1316237416455719,0.4206892404231053,0.0,0.0,16.562223850312918,72.36100444584997,0.0,21.308265477826843,0.0,3.966858606247424,2.695274198256957,8.422581228091575,0.0,1277.3493022994912,0.3884929489714674,39.313081256852726,0,63,0.3135812959050992,2.0,0.11440962907038806,-0.014406708290650645,-0.2583234838429269,1.0,-1.0,-0.41761097347957077,0.0576367392675563,6.898867142231495e-16,0.0,19.86874875057155,60.5216353316194,6.898867142231495e-16,17.22251485599238,0.0,3.633548186124057,4.231082584924308,30.37245821227493,0.0,1007.6847502781391,1
0.2336395934018714,91.76772339861307,0,241,0.17393780270402026,2.0,0.05455654728916846,-0.07168254203218419,1.706950725466105,1.0,-1.0,-0.12936450981499542,0.13955442630839038,-0.0007451167525409761,-0.03136762860727729,13.970662797137638,87.01241061035688,-0.0007451167525409761,15.353630342157985,2.697616060225847,5.371507166548023,2.4807295915476537,5.779480342281763,2.697616060225847,2105.8367020300147,0.3344040430284444,140.28383097207802,0,236,0.26878720636556397,2.0,0.10331669637109675,0.12347624664610979,-0.147067197761114,1.0,-1.0,-0.3222125102208493,0.1346158846421095,-0.0021716614260577577,-0.03136762860727729,20.83842564506973,178.25074600606888,-0.0021716614260577577,23.84491279266038,0.0,5.199338636900034,3.300495645870178,17.19318335440539,0.0,3658.107430399396,0.395583983310553,96.4460975689765,0,233,0.3411771624287517,2.0,0.04809446013072026,0.04602528236718763,0.7544664957355445,1.0,-1.0,-0.4639118406314565,-0.17804566039093025,-0.0031272616485895025,-0.03136762860727729,30.430090607300407,249.43978043583914,-0.0031272616485895025,25.010319508310268,0.0,2.3042198293922116,25.929072964858527,880.5217783264628,0.0,1602.040409596701,0
0.3403671759565922,149.02641437986824,0,250,0.2727392311440153,2.0,0.11584857100463955,-0.00798254966848794,-0.17664721410079842,1.0,-1.0,-0.2260990195555954,0.23375880694882784,-0.002190008158248755,-0.03128911138923655,14.719330674259673,185.12800352092796,-0.002190008158248755,24.766020929019263,4.881101376720902,5.388491779016966,2.5161779456329234,6.1590782850277535,4.881101376720902,4312.183963084936,0.3681299125484361,132.15137225346382,0,234,0.29854348117660157,2.0,0.09993158660586075,-0.21166610431858646,0.07022950516405135,1.0,-1.0,-0.024174105537969337,0.4077907620096679,-0.0001348631089723074,-0.03128911138923655,26.22878701779174,216.56037275564483,-0.0001348631089723074,14.744429534863063,0.0,4.504206373958469,7.851446795773621,138.9180057000524,0.0,4315.214053919269,0.3401641211684372,147.37197770290518,0,241,0.27124846556773013,2.0,0.11557352808278615,0.05494044570245763,-0.09068230534629729,1.0,-1.0,-0.24019794284322096,0.21675180870937683,-0.00030024918543112336,-0.03128911138923655,14.645044756192338,184.90718366981181,-0.00030024918543112336,18.41720361606309,6.695869837296621,5.324669164002569,2.6499006218828165,7.020690190619636,6.695869837296621,4201.221073437982,1
0.22641011145610782,14.462567813805729,0,45,0.1420045722037756,2.0,0.05108933391329099,0.025458612509727536,6.128581932773049,1.0,-1.0,-0.08472214052478613,0.08403368235857206,-0.00456994275095208,-0.12820512820512822,14.021217106149377,19.992000042131192,-0.00456994275095208,9.93568827934236,3.5897435897435903,3.679947724132206,3.055334374332981,9.35244471548678,3.5897435897435903,784.136903082906,0.3983456823338335,41.77421478492043,0,55,0.3124598333964559,2.0,0.13293249165965457,0.17463297723041094,0.19016508625181405,1.0,-1.0,-0.38271646357248346,0.07607496146698617,-0.016457694368763612,-0.12820512820512822,18.012674858055068,61.88492022726289,-0.016457694368763612,22.964914630521058,0.0,3.6570074343409074,3.6806773918228175,17.998223610438696,0.0,719.915628334941,0.35441088239065655,34.765101449476745,0,53,0.2692160811129421,2.0,0.1253601501632427,-0.022399272328600763,0.4231153524635958,1.0,-1.0,-0.19384727811374775,0.21846297253421398,-0.013790433299952066,-0.12820512820512822,17.138253912441805,48.986758687200265,-0.013790433299952066,19.726410052593405,-6.153846153846155,3.62393248679487,3.68950419782934,17.914960682453795,-6.153846153846155,816.4565892976988,0
